"Character name	title	descriptions	attributes	agent_verbs	patient_verbs	tsne_1_weighted_descriptions_embeddings	tsne_2_weighted_descriptions_embeddings	tsne_3_weighted_descriptions_embeddings	labels"
"Unca Lou Handler	['owner', 'director']	['claim', 'claim', 'choose', 'choose', 'owner', 'director']		['claim', 'claim']	['choose', 'choose']	-7.1996393	-6.4941645	-31.856884	17"
"A.J. Frost		['end', 'survive', 'select', 'end', 'team', 'hose', 'death']	['team', 'hose', 'death']	['end', 'survive']	['select', 'end']	-8.3703785	-2.094956	12.079557	48"
"Josh Kovacs	['manager']	['give', 'tell', 'catch', 'respond', 'enlist', 'find', 'decide', 'see', 'gather', 'explain', 'meet', 'stay', 'warn', 'handcuff', 'break', 'question', 'begin', 'tell', 'accomplice', 'action', 'attorney', 'sister', 'conspirator', 'manager']	['accomplice', 'action', 'attorney', 'sister', 'conspirator']	['give', 'tell', 'catch', 'respond', 'enlist', 'find', 'decide', 'see', 'gather', 'explain', 'meet']	['stay', 'warn', 'handcuff', 'break', 'question', 'begin', 'tell']	-16.257235	14.21006	-27.240082	16"
"Arthur Shaw	['businessman']	['suggest', 'invest', 'go', 'begin', 'express', 'appear', 'tell', 'find', 'kidnap', 'see', 'apartment', 'window', 'money', 'ledger', 'hearing', 'arrest', 'finance', 'safe', 'pool', 'kidnapping', 'window', 'hearing', 'businessman']	['apartment', 'window', 'money', 'ledger', 'hearing', 'arrest', 'finance', 'safe', 'pool', 'kidnapping', 'window', 'hearing']	['suggest', 'invest', 'go', 'begin', 'express', 'appear', 'tell']	['find', 'kidnap', 'see']	-7.880955	27.495066	-21.479725	49"
"Stuntman Mike	['Stuntman']	['follow', 'rest', 'drive', 'sober', 'show', 'rear', 'take', 'get', 'investigate', 'impress', 'flee', 'put', 'impress', 'brag', 'intrigue', 'find', 'outrun', 'warn', 'head', 'convinced', 'car', 'revenge', 'revenge', 'unaware', 'able', 'guilty', 'unaware', 'Stuntman']	['head', 'convinced', 'car', 'revenge', 'revenge', 'unaware', 'able', 'guilty', 'unaware']	['follow', 'rest', 'drive', 'sober', 'show', 'rear', 'take', 'get', 'investigate', 'impress', 'flee', 'put', 'impress']	['brag', 'intrigue', 'find', 'outrun', 'warn']	6.644888	17.010658	-15.49644	56"
"Carter Burke	['representative']	['promise', 'visit', 'visit', 'investigate', 'accuse', 'dispatch', 'kill', 'representative']		['promise', 'visit', 'visit']	['investigate', 'accuse', 'dispatch', 'kill']	-23.334295	-17.629692	8.997248	46"
"Gillian Fairchild		['overcome', 'hide', 'warn', 'doctor', 'wife']	['doctor', 'wife']	['overcome', 'hide', 'warn']		-37.83259	1.2495247	7.3650136	26"
"Barney Chavez	['manager']	['attack', 'attack', 'put', 'seem', 'shoot', 'love', 'feral', 'suspicious', 'suspicious', 'manager']	['feral', 'suspicious', 'suspicious']	['attack', 'attack', 'put', 'seem']	['shoot', 'love']	-17.566206	15.031447	-30.068806	16"
"Black		['sit', 'beat', 'strip', 'force', 'dropping', 'friend', 'dead', 'money']	['dropping', 'friend', 'dead', 'money']	['sit']	['beat', 'strip', 'force']	3.2361581	-12.907261	26.302704	42"
"Shameek		['confront', 'kill', 'visit', 'shoot', 'slap', 'inform', 'find']		['confront', 'kill', 'visit', 'shoot', 'slap', 'inform']	['find']	-29.685303	22.669258	-1.4243674	45"
"Johnny Cobb	['farmer', 'sheriff']	['decide', 'decide', 'help', 'help', 'men', 'terrified', 'request', 'men', 'terrified', 'request', 'farmer', 'sheriff']	['men', 'terrified', 'request', 'men', 'terrified', 'request']	['decide', 'decide']	['help', 'help']	-16.563393	4.2121315	-32.888878	23"
"Baron Frankenstein		['report', 'acquire', 'take', 'use', 'feel', 'tell', 'house', 'work', 'hand', 'experiment']	['work', 'hand', 'experiment']	['report', 'acquire', 'take', 'use', 'feel']	['tell', 'house']	-21.291025	15.789383	-8.056952	37"
"Malti Shankar		['move', 'fall', 'live', 'bear', 'hook', 'house']	['house']	['move', 'fall', 'live', 'bear']	['hook']	-21.693304	17.171698	-5.8638635	37"
"Grant McLaine	['boss']	['shoot', 'accept', 'hide', 'send', 'call', 'wake', 'shoot', 'knock', 'inform', 'recognize', 'side', 'step', 'faster', 'boss']	['side', 'step', 'faster']	['shoot', 'accept', 'hide', 'send', 'call', 'wake']	['shoot', 'knock', 'inform', 'recognize']	2.196626	36.3188	-11.031815	22"
"Clett		['try', 'kill', 'carry', 'take', 'kill', 'called']	['called']	['try', 'kill', 'carry']	['take', 'kill']	20.514849	23.463982	9.443996	47"
"Inspector Ginko		['catch', 'realise', 'look', 'leave', 'leave', 'ahead', 'ahead']	['ahead', 'ahead']	['catch', 'realise', 'look', 'leave']	['leave']	-12.085893	-17.272516	12.04045	58"
"Ricky Bobby	['driver', 'driver', 'driver']	['run', 'return', 'push', 'persist', 'soar', 'end', 'meet', 'reconcile', 'regain', 'use', 'win', 'refuse', 'refuse', 'arrange', 'replace', 'meet', 'realize', 'commit', 'heed', 'end', 'take', 'manage', 'accuse', 'leave', 'run', 'return', 'push', 'persist', 'soar', 'end', 'meet', 'reconcile', 'regain', 'use', 'win', 'refuse', 'refuse', 'arrange', 'replace', 'meet', 'realize', 'commit', 'heed', 'end', 'take', 'manage', 'accuse', 'leave', 'run', 'return', 'push', 'persist', 'soar', 'end', 'meet', 'reconcile', 'regain', 'use', 'win', 'refuse', 'refuse', 'arrange', 'replace', 'meet', 'realize', 'commit', 'heed', 'end', 'take', 'manage', 'accuse', 'leave', 'teach', 'tell', 'convince', 'reduce', 'outperform', 'start', 'challenge', 'drive', 'pass', 'make', 'allow', 'force', 'allow', 'invite', 'leave', 'get', 'return', 'take', 'teach', 'tell', 'convince', 'reduce', 'outperform', 'start', 'challenge', 'drive', 'pass', 'make', 'allow', 'force', 'allow', 'invite', 'leave', 'get', 'return', 'take', 'teach', 'tell', 'convince', 'reduce', 'outperform', 'start', 'challenge', 'drive', 'pass', 'make', 'allow', 'force', 'allow', 'invite', 'leave', 'get', 'return', 'take', 'school', 'life', 'driver', 'test', 'car', 'old', 'ahead', 'slingshot', 'ahead', 'school', 'life', 'driver', 'test', 'car', 'old', 'ahead', 'slingshot', 'ahead', 'school', 'life', 'driver', 'test', 'car', 'old', 'ahead', 'slingshot', 'ahead', 'driver', 'driver', 'driver']	['school', 'life', 'driver', 'test', 'car', 'old', 'ahead', 'slingshot', 'ahead', 'school', 'life', 'driver', 'test', 'car', 'old', 'ahead', 'slingshot', 'ahead', 'school', 'life', 'driver', 'test', 'car', 'old', 'ahead', 'slingshot', 'ahead']	['run', 'return', 'push', 'persist', 'soar', 'end', 'meet', 'reconcile', 'regain', 'use', 'win', 'refuse', 'refuse', 'arrange', 'replace', 'meet', 'realize', 'commit', 'heed', 'end', 'take', 'manage', 'accuse', 'leave', 'run', 'return', 'push', 'persist', 'soar', 'end', 'meet', 'reconcile', 'regain', 'use', 'win', 'refuse', 'refuse', 'arrange', 'replace', 'meet', 'realize', 'commit', 'heed', 'end', 'take', 'manage', 'accuse', 'leave', 'run', 'return', 'push', 'persist', 'soar', 'end', 'meet', 'reconcile', 'regain', 'use', 'win', 'refuse', 'refuse', 'arrange', 'replace', 'meet', 'realize', 'commit', 'heed', 'end', 'take', 'manage', 'accuse', 'leave']	['teach', 'tell', 'convince', 'reduce', 'outperform', 'start', 'challenge', 'drive', 'pass', 'make', 'allow', 'force', 'allow', 'invite', 'leave', 'get', 'return', 'take', 'teach', 'tell', 'convince', 'reduce', 'outperform', 'start', 'challenge', 'drive', 'pass', 'make', 'allow', 'force', 'allow', 'invite', 'leave', 'get', 'return', 'take', 'teach', 'tell', 'convince', 'reduce', 'outperform', 'start', 'challenge', 'drive', 'pass', 'make', 'allow', 'force', 'allow', 'invite', 'leave', 'get', 'return', 'take']	37.78245	0.30247238	-16.236893	8"
"Reese Bobby		['leave', 're-enter', 'meet', 'walk', 'leave', 'show', 'tell', 'meet', 'guidance', 'guidance', 'speech', 'father']	['guidance', 'guidance', 'speech', 'father']	['leave', 're-enter', 'meet', 'walk', 'leave', 'show', 'tell']	['meet']	28.460802	-24.624504	-4.686882	4"
"Jean Girard	['driver']	['end', 'disqualify', 'amend', 'driver', 'rival', 'lead', 'driver']	['driver', 'rival', 'lead']	['end']	['disqualify', 'amend']	36.728813	0.0214414	-17.21381	8"
"Susan	['assistant']	['fall', 'meet', 'assistant', 'advice', 'assistant']	['assistant', 'advice']	['fall']	['meet']	-25.866467	12.540511	-18.826147	27"
"Pritam 'Pappu'	['bus driver']	['see', 'end', 'move', 'fight', 'go', 'reveal', 'end', 'meet', 'accuse', 'target', 'ask', 'recognise', 'pester', 'earn', 'house', 'father', 'suitcase', 'meeting', 'driver', 'thief', 'furious', 'bus driver']	['house', 'father', 'suitcase', 'meeting', 'driver', 'thief', 'furious']	['see', 'end', 'move', 'fight', 'go']	['reveal', 'end', 'meet', 'accuse', 'target', 'ask', 'recognise', 'pester', 'earn']	38.846523	1.4404656	-13.195815	8"
"Munni Madame	['gangster']	['capture', 'save', 'take', 'ask', 'come', 'sell', 'stop', 'give', 'know', 'save', 'gangster', 'gangster']	['gangster']	['capture', 'save', 'take', 'ask', 'come', 'sell', 'stop', 'give']	['know', 'save']	13.059968	36.544884	-4.76157	33"
"Teddy Gammell		['officer', 'arrive', 'assert', 'claim', 'accuse', 'help', 'warn', 'reveal', 'find', 'meet', 'number', 'exposition', 'name', 'photo', 'photo', 'contact', 'death']	['number', 'exposition', 'name', 'photo', 'photo', 'contact', 'death']	['officer', 'arrive', 'assert', 'claim', 'accuse', 'help', 'warn', 'reveal', 'find']	['meet']	26.717066	-23.134459	-3.6645682	4"
"Jimmy		['arrive', 'doubt', 'car', 'boyfriend', 'body', 'clothes', 'G']	['car', 'boyfriend', 'body', 'clothes', 'G']	['arrive']	['doubt']	17.823334	-6.146563	22.013254	39"
"Fr. Dominic		['send', 'suffer', 'bandage', 'people', 'pay', 'declare', 'send', 'realise', 'leave', 'call']	['call']	['send', 'suffer', 'bandage', 'people', 'pay']	['declare', 'send', 'realise', 'leave']	-29.516563	-1.5773772	-20.578772	36"
"Ricky Hawthorne	['Lawyer', 'owner']	['drag', 'admit', 'believe', 'stab', 'die', 'believe', 'escape', 'drag', 'admit', 'believe', 'stab', 'die', 'believe', 'escape', 'leave', 'leave', 'get', 'leave', 'leave', 'get', 'Lawyer', 'owner']		['drag', 'admit', 'believe', 'stab', 'die', 'believe', 'escape', 'drag', 'admit', 'believe', 'stab', 'die', 'believe', 'escape']	['leave', 'leave', 'get', 'leave', 'leave', 'get']	-7.102154	-4.70161	-34.21497	17"
"Rehmat		['warn', 'befriend', 'realize', 'state', 'come', 'receive', 'recognize', 'state', 'hawk', 'honesty', 'seller', 'lawyer', 'simple', 'daughter', 'characteristic']	['honesty', 'seller', 'lawyer', 'simple', 'daughter', 'characteristic']	['warn', 'befriend', 'realize', 'state', 'come', 'receive']	['recognize', 'state', 'hawk']	-5.405787	1.8691994	-3.9039083	5"
"Eva	['manager']	['adopt', 'change', 'end', 'stand', 'regain', 'rush', 'change', 'take', 'save', 'dub', 'rush', 'star', 'existence', 'control', 'star', 'control', 'violent', 'manager']	['star', 'existence', 'control', 'star', 'control', 'violent']	['adopt', 'change', 'end', 'stand', 'regain', 'rush']	['change', 'take', 'save', 'dub', 'rush']	-15.4349	13.873302	-29.023794	16"
"Jaclyn / Heidi		['start', 'revert', 'dependent', 'run', 'girlfriend']	['girlfriend']	['start', 'revert', 'dependent', 'run']		5.160609	-9.36	36.41524	10"
"Donna Keppel		['try', 'bite', 'live', 'leave', 'continue', 'escape', 'race', 'cry', 'go', 'run', 'graduate', 'return', 'calm', 'stab', 'warn', 'find', 'attack', 'escape', 'retrieve', 'struggle', 'house', 'Realizing', 'aunt', 'boyfriend', 'floor']	['house', 'Realizing', 'aunt', 'boyfriend', 'floor']	['try', 'bite', 'live', 'leave', 'continue', 'escape', 'race', 'cry', 'go', 'run', 'graduate', 'return', 'calm']	['stab', 'warn', 'find', 'attack', 'escape', 'retrieve', 'struggle']	-18.378414	16.373524	-6.7542624	37"
"Richard Fenton	['teacher']	['jump', 'jump', 'chase', 'stab', 'chase', 'kill', 'take', 'run', 'hide', 'escape', 'warn', 'watch', 'stab', 'leave', 'block', 'try', 'learn', 'arrive', 'catch', 'hide', 'build', 'catch', 'escape', 'bite', 'take', 'hide', 'see', 'shoot', 'hold', 'hide', 'bump', 'teacher', 'imprisoned', 'body', 'body', 'sign', 'sign', 'year', 'teacher']	['bump', 'teacher', 'imprisoned', 'body', 'body', 'sign', 'sign', 'year']	['jump', 'jump', 'chase', 'stab', 'chase', 'kill', 'take', 'run', 'hide', 'escape', 'warn', 'watch', 'stab', 'leave', 'block', 'try', 'learn', 'arrive', 'catch', 'hide', 'build', 'catch']	['escape', 'bite', 'take', 'hide', 'see', 'shoot', 'hold', 'hide']	-5.5281386	-25.969894	19.238188	18"
"Lt. Marta Robbins	['Lt.']	['cheer', 'confiscate', 'demote', 'hostage', 'hostage', 'escape', 'Lt.']	['hostage', 'hostage', 'escape']	['cheer', 'confiscate', 'demote']		17.109896	-15.193807	-7.59967	52"
"Hercules		['battle', 'show', 'climb', 'encounter', 'meet', 'decide', 'flip', 'reconcile', 'save', 'find', 'decide', 'save', 'rescue', 'leave', 'help', 'get', 'head', 'take', 'tell', 'want', 'go', 'save', 'return', 'hope', 'stop', 'rescue', 'welcome', 'visit', 'grab', 'anger', 'named', 'angry']	['anger', 'named', 'angry']	['battle', 'show', 'climb', 'encounter', 'meet', 'decide', 'flip', 'reconcile', 'save', 'find', 'decide', 'save', 'rescue', 'leave', 'help', 'get', 'head', 'take']	['tell', 'want', 'go', 'save', 'return', 'hope', 'stop', 'rescue', 'welcome', 'visit', 'grab']	18.287241	-1.2961423	-14.393172	53"
"Mr. Earl Brooks	['businessman']	['concoct', 'reveal', 'explain', 'kill', 'remain', 'call', 'discover', 'take', 'hang', 'commit', 'pull', 'agree', 'abstain', 'use', 'decide', 'follow', 'change', 'take', 'realize', 'know', 'research', 'fly', 'predict', 'kill', 'name', 'visit', 'shoot', 'brush', 'daughter', 'work', 'photograph', 'body', 'photograph', 'businessman', 'killer', 'businessman']	['brush', 'daughter', 'work', 'photograph', 'body', 'photograph', 'businessman', 'killer']	['concoct', 'reveal', 'explain', 'kill', 'remain', 'call', 'discover', 'take', 'hang', 'commit', 'pull', 'agree', 'abstain', 'use', 'decide', 'follow', 'change', 'take', 'realize', 'know', 'research', 'fly', 'predict']	['kill', 'name', 'visit', 'shoot']	-7.974185	27.229355	-23.443275	49"
"Jane Brooks		['drop', 'kill', 'commit', 'consider', 'interview', 'fear', 'exonerate', 'daughter']	['daughter']	['drop', 'kill', 'commit', 'consider']	['interview', 'fear', 'exonerate']	15.664171	-27.940924	13.762592	21"
"Det. Tracy Atwood	['Detective', 'police officer']	['call', 'come', 'trace', 'admire', 'call', 'come', 'trace', 'admire', 'Killer', 'unable', 'Killer', 'unable', 'Detective', 'police officer']	['Killer', 'unable', 'Killer', 'unable']		['call', 'come', 'trace', 'admire', 'call', 'come', 'trace', 'admire']	17.151905	1.4489282	32.522865	28"
"Zavulon	['leader']	['use', 'take', 'watch', 'know', 'use', 'wait', 'touch', 'interpret', 'gratitude', 'Watch', 'leader', 'leader']	['gratitude', 'Watch', 'leader']	['use', 'take', 'watch', 'know', 'use', 'wait', 'touch', 'interpret']		-15.172891	8.631047	31.29344	9"
"Yegor		['become', 'confront', 'acquire', 'express', 'catch', 'put', 'challenge', 'give', 'unleash', 'run', 'hide', 'find', 'escape', 'fee', 'leave', 'sentence', 'strike', 'summon', 'ring', 'kill', 'protect', 'catch', 'track', 'consume', 'mother', 'angry', 'son', 'Other', 'enraged', 'birthday', 'party', 'violation', 'attack', 'unborn', 'father', 'resentful', 'home', 'life', 'photo', 'photo', 'home', 'boy', 'son', 'closer']	['mother', 'angry', 'son', 'Other', 'enraged', 'birthday', 'party', 'violation', 'attack', 'unborn', 'father', 'resentful', 'home', 'life', 'photo', 'photo', 'home', 'boy', 'son', 'closer']	['become', 'confront', 'acquire', 'express', 'catch', 'put', 'challenge', 'give', 'unleash', 'run', 'hide', 'find', 'escape', 'fee']	['leave', 'sentence', 'strike', 'summon', 'ring', 'kill', 'protect', 'catch', 'track', 'consume']	1.0125281	-3.2801013	-6.551459	5"
"Olga		['push', 'look', 'arrive', 'body', 'called']	['body', 'called']	['push', 'look', 'arrive']		12.360668	-5.00058	20.59029	39"
"Kostya		['arrive', 'say', 'take', 'tell', 'father', 'lover', 'neighbor']	['father', 'lover', 'neighbor']	['arrive', 'say', 'take']	['tell']	-7.491256	-22.747873	-10.876154	44"
"Kelly Ryan		['make', 'take', 'criticize', 'die', 'get', 'knock', 'husband']	['husband']	['make', 'take', 'criticize', 'die', 'get', 'knock']		8.918775	-15.07518	22.065302	15"
"Lenny Savage		['close', 'close', 'say', 'man', 'father']	['father']	['close']	['close', 'say', 'man']	16.115738	-11.5317745	11.3433275	50"
"Jon Savage	['professor']	['attend', 'leave', 'leave', 'professor', 'professor']	['professor']	['attend', 'leave']	['leave']	-28.205458	-4.625105	27.183876	11"
"Marsha Holloway	['psychologist']	['know', 'reveal', 'meet', 'disappoint', 'team', 'psychologist', 'psychologist']	['team', 'psychologist']	['know', 'reveal']	['meet', 'disappoint']	-37.50189	-11.666812	5.560647	55"
"Vivian Abromowitz		['attend', 'speak', 'suggest', 'become', 'learn', 'brother']	['brother']	['attend', 'speak', 'suggest', 'become', 'learn']		26.61805	-19.747105	7.428351	50"
"Dev Prakash Subramaniam	['police officer']	['lead', 'manage', 'seem', 'appear', 'find', 'enter', 'confront', 'shoot', 'die', 'hunt', 'tell', 'agree', 'leave', 'realize', 'extricate', 'meet', 'camp', 'shot', 'truce', 'triumph', 'truce', 'unable', 'happy', 'police officer']	['camp', 'shot', 'truce', 'triumph', 'truce', 'unable', 'happy']	['lead', 'manage', 'seem', 'appear', 'find', 'enter', 'confront', 'shoot', 'die']	['hunt', 'tell', 'agree', 'leave', 'realize', 'extricate', 'meet']	16.387571	3.7704508	29.952518	28"
"Tang Long		['utilise', 'continue', 'control', 'sever', 'go', 'remain', 'stay', 'reach', 'revive', 'force', 'acknowledge', 'capture', 'chase', 'enrage', 'overpower', 'kill', 'death', 'son']	['death', 'son']	['utilise', 'continue', 'control', 'sever', 'go', 'remain', 'stay', 'reach']	['revive', 'force', 'acknowledge', 'capture', 'chase', 'enrage', 'overpower', 'kill']	18.078915	-17.331642	15.18846	14"
"Manny Rosen	['owner']	['find', 'give', 'go', 'swim', 'give', 'meet', 'survivor', 'owner']	['survivor']	['find', 'give', 'go', 'swim']	['give', 'meet']	-7.1924534	-2.560245	-33.83724	17"
"Nonnie	['singer']	['agree', 'climb', 'go', 'survivor', 'singer']	['survivor']	['agree', 'climb']	['go']	18.181871	-8.577923	-28.617527	30"
"Annabel Andrews		['enlist', 'continue', 'manage', 'leave', 'wish', 'remain', 'attend', 'coerce', 'destroy', 'live', 'ask', 'join', 'attend', 'mother']	['mother']	['enlist', 'continue', 'manage', 'leave', 'wish', 'remain', 'attend', 'coerce']	['destroy', 'live', 'ask', 'join', 'attend']	11.424194	-25.184366	14.587811	21"
"Dr. Tetsu Segawa	['student']	['father', 'steal', 'murder', 'Barker', 'student']	['Barker']	['father', 'steal']	['murder']	-6.5851374	-9.016619	26.000078	13"
"Ronnie Barnhardt		['take', 'return', 'reject', 'upset', 'take', 'hinder', 'think', 'feed', 'confront', 'retrieve', 'shoot', 'stun', 'refuse', 'fail', 'subdue', 'find', 'decide', 'arrange', 'fight', 'humiliate', 'feel', 'try', 'feed', 'hinder', 'ride', 'lead', 'comfort', 'take', 'knock', 'threaten', 'interview', 'leave', 'take', 'go', 'victorious', 'role', 'girl', 'curse']	['victorious', 'role', 'girl', 'curse']	['take', 'return', 'reject', 'upset', 'take', 'hinder', 'think', 'feed', 'confront', 'retrieve', 'shoot', 'stun', 'refuse', 'fail', 'subdue', 'find', 'decide', 'arrange', 'fight', 'humiliate', 'feel', 'try']	['feed', 'hinder', 'ride', 'lead', 'comfort', 'take', 'knock', 'threaten', 'interview', 'leave', 'take', 'go']	2.6071808	2.459331	1.7271687	5"
"Detective Harrison	['Detective', 'police officer']	['ride', 'trick', 'drive', 'impress', 'ride', 'trick', 'drive', 'impress', 'call', 'ride', 'investigate', 'call', 'ride', 'investigate', 'officer', 'fight', 'officer', 'fight', 'Detective', 'police officer']	['officer', 'fight', 'officer', 'fight']	['ride', 'trick', 'drive', 'impress', 'ride', 'trick', 'drive', 'impress']	['call', 'ride', 'investigate', 'call', 'ride', 'investigate']	12.7393875	3.9471042	32.342354	28"
"Ravi		['elope', 'marry', 'elope', 'meet', 'combat', 'man', 'affair']	['combat', 'man', 'affair']	['elope', 'marry']	['elope', 'meet']	16.859894	-25.275644	-0.05598971	43"
"Inspector Karan Saxena	['police inspector']	['set', 'become', 'get', 'rid', 'rid', 'put', 'inspector', 'police inspector']	['inspector']	['set', 'become', 'get', 'rid']	['rid', 'put']	18.862083	-2.4817412	31.869528	28"
"Chip Pettengill	['scientist']	['wander', 'return', 'flee', 'explore', 'corpse', 'Chip', 'scientist']	['corpse', 'Chip']	['wander', 'return', 'flee']	['explore']	-31.779093	5.8943624	17.600885	3"
"Dr. Quinn Burchenal	['surgeon', 'geneticist', 'scientist']	['pass', 'set', 'identify', 'consist', 'return', 'pass', 'set', 'identify', 'consist', 'return', 'pass', 'set', 'identify', 'consist', 'return', 'consist', 'identify', 'consist', 'identify', 'consist', 'identify', 'surgeon', 'geneticist', 'field', 'scientist', 'surgeon', 'geneticist', 'field', 'scientist', 'surgeon', 'geneticist', 'field', 'scientist', 'surgeon', 'geneticist', 'scientist']	['surgeon', 'geneticist', 'field', 'scientist', 'surgeon', 'geneticist', 'field', 'scientist', 'surgeon', 'geneticist', 'field', 'scientist']	['pass', 'set', 'identify', 'consist', 'return', 'pass', 'set', 'identify', 'consist', 'return', 'pass', 'set', 'identify', 'consist', 'return']	['consist', 'identify', 'consist', 'identify', 'consist', 'identify']	-28.366846	4.5826526	17.82142	3"
"Sarah		['return', 'escape', 'show', 'spend', 'encounter', 'manage', 'tend', 'visit', 'reunite', 'flee', 'drown', 'take', 'leave', 'discover']		['return', 'escape', 'show', 'spend', 'encounter', 'manage', 'tend', 'visit', 'reunite']	['flee', 'drown', 'take', 'leave', 'discover']	14.461421	-13.997574	-11.815371	52"
"Ana		['knock', 'lose', 'befriend', 'rescue', 'door', 'door', 'father', 'parent']	['door', 'door', 'father', 'parent']	['knock', 'lose']	['befriend', 'rescue']	17.494768	-2.4557128	-15.828864	53"
"Tomás		['live', 'rescue', 'short', 'transmission', 'called', 'son']	['short', 'transmission', 'called', 'son']	['live']	['rescue']	24.548185	-1.3284134	-13.397801	53"
"Catherine	['gynecologist']	['meet', 'realize', 'ask', 'call', 'stop', 'demand', 'arrive', 'tell', 'confess', 'wear', 'leave', 'go', 'suspect', 'tell', 'hurt', 'see', 'arouse', 'comfort', 'son', 'son', 'son', 'startling', 'gynecologist', 'gynecologist']	['son', 'son', 'son', 'startling', 'gynecologist']	['meet', 'realize', 'ask', 'call', 'stop', 'demand', 'arrive', 'tell', 'confess', 'wear', 'leave', 'go', 'suspect']	['tell', 'hurt', 'see', 'arouse', 'comfort']	-37.78623	1.9242643	3.7098176	26"
"Cam Brady	['chief of staff', 'director', 'Congressman']	['realize', 'earn', 'run', 'win', 'withdraw', 'tell', 'retaliate', 'punch', 'look', 'underestimate', 'humiliate', 'run', 'expose', 'attempt', 'remain', 'gloat', 'write', 'get', 'leave', 'realize', 'earn', 'run', 'win', 'withdraw', 'tell', 'retaliate', 'punch', 'look', 'underestimate', 'humiliate', 'run', 'expose', 'attempt', 'remain', 'gloat', 'write', 'get', 'leave', 'realize', 'earn', 'run', 'win', 'withdraw', 'tell', 'retaliate', 'punch', 'look', 'underestimate', 'humiliate', 'run', 'expose', 'attempt', 'remain', 'gloat', 'write', 'get', 'leave', 'retaliate', 'damage', 'expose', 'arrest', 'restore', 'call', 'retaliate', 'damage', 'expose', 'arrest', 'restore', 'call', 'retaliate', 'damage', 'expose', 'arrest', 'restore', 'call', 'increasing', 'scar', 'scar', 'manager', 'son', 'drunken', 'popularity', 'victory', 'shooting', 'increasing', 'scar', 'scar', 'manager', 'son', 'drunken', 'popularity', 'victory', 'shooting', 'increasing', 'scar', 'scar', 'manager', 'son', 'drunken', 'popularity', 'victory', 'shooting', 'chief of staff', 'director', 'Congressman']	['increasing', 'scar', 'scar', 'manager', 'son', 'drunken', 'popularity', 'victory', 'shooting', 'increasing', 'scar', 'scar', 'manager', 'son', 'drunken', 'popularity', 'victory', 'shooting', 'increasing', 'scar', 'scar', 'manager', 'son', 'drunken', 'popularity', 'victory', 'shooting']	['realize', 'earn', 'run', 'win', 'withdraw', 'tell', 'retaliate', 'punch', 'look', 'underestimate', 'humiliate', 'run', 'expose', 'attempt', 'remain', 'gloat', 'write', 'get', 'leave', 'realize', 'earn', 'run', 'win', 'withdraw', 'tell', 'retaliate', 'punch', 'look', 'underestimate', 'humiliate', 'run', 'expose', 'attempt', 'remain', 'gloat', 'write', 'get', 'leave', 'realize', 'earn', 'run', 'win', 'withdraw', 'tell', 'retaliate', 'punch', 'look', 'underestimate', 'humiliate', 'run', 'expose', 'attempt', 'remain', 'gloat', 'write', 'get', 'leave']	['retaliate', 'damage', 'expose', 'arrest', 'restore', 'call', 'retaliate', 'damage', 'expose', 'arrest', 'restore', 'call', 'retaliate', 'damage', 'expose', 'arrest', 'restore', 'call']	0.9287092	-29.497286	-23.89381	40"
"Mitch	['chief of staff', 'campaign manager']	['respect', 'manager', 'respect', 'manager', 'chief of staff', 'campaign manager']	['respect', 'manager', 'respect', 'manager']			-15.849626	16.17483	-29.553314	16"
"George Loomis		['come', 'find', 'collect', 'catch', 'kill', 'manage', 'know', 'strangle', 'wait', 'throw', 'steal', 'kill', 'murder', 'place', 'rage', 'body', 'dead', 'victim']	['rage', 'body', 'dead', 'victim']	['come', 'find', 'collect', 'catch', 'kill', 'manage', 'know', 'strangle', 'wait', 'throw', 'steal']	['kill', 'murder', 'place']	19.741451	0.28448662	15.800674	59"
"Polly Cutler		['steal', 'see', 'leave', 'steal', 'find', 'place', 'rescue']		['steal', 'see', 'leave']	['steal', 'find', 'place', 'rescue']	20.875458	-3.9316201	-16.144432	53"
"Bhau	['poet']	['go', 'return', 'philosophy', 'philosophy', 'poet']	['philosophy', 'philosophy']	['go']	['return']	-19.67535	-29.045675	-14.581866	41"
"Panna		['lose', 'decide', 'reminisce', 'know', 'lovers', 'find', 'meet', 'father', 'mother']	['father', 'mother']	['lose', 'decide', 'reminisce', 'know', 'lovers', 'find', 'meet']		9.627885	-25.323662	13.188247	21"
"Johnny Marco	['actor']	['step', 'take', 'spend', 'check', 'drive', 'actor', 'drink', 'spend', 'emotion', 'actor']	['emotion']	['step', 'take', 'spend', 'check', 'drive', 'actor', 'drink', 'spend']		-3.5080104	-37.673893	-9.533493	35"
